date,return,cum_ret
2017-08-31,0.008487515738851596,0.008487515738851537
2017-11-30,0.029836846895489513,0.03857760334196425
2018-02-28,-0.03126278899610588,0.0061087708726030865
2018-05-31,0.02874411579911453,0.03502847788907015
2018-08-31,0.036422858257560586,0.07272717343176227
2018-11-30,0.01919370791839556,0.09331678547473743
2019-02-28,0.023802985859405885,0.11934098945924387
2019-05-31,-0.007687805752739269,0.11073571336120214
2019-08-31,0.03619968607936588,0.15094399750201815
2019-11-30,0.03333471263363765,0.18931038491615815
2020-02-29,-0.039566578686844565,0.1422534419882917
2020-05-31,0.053560449172220734,0.20343304940969986
2020-08-31,0.06512041106749102,0.2818011042794637
2020-11-30,0.11566099391683796,0.430055494004127
2021-02-28,0.040538350044573485,0.4880275842032318
2021-05-31,0.026652522783076116,0.527687273293054
2021-08-31,0.02564012904565047,0.5668573721216859
2021-11-30,-0.007702667786757998,0.5547883903149999
2022-02-28,0.0021818315154319146,0.5581806766248167
2022-05-31,0.004526698590287634,0.5652340908971079
2022-08-31,-0.03573229874038272,0.509304678762541
2022-11-30,0.05912970889331867,0.5985494250490939
2023-02-28,-0.030022322633423363,0.5505572584647964
2023-05-31,-0.0004971931259465023,0.5497863320545011
2023-08-31,-0.012879101073716162,0.5298264772413073
2023-11-30,0.09336901526788925,0.672664868952072
2024-02-29,0.056712277315500124,0.7675255028559766
2024-05-31,0.04851113493926519,0.8532701710336157
2024-08-31,0.029508926617632256,0.9079581845132934
2024-11-30,0.06225837621763828,1.0267445629722443
2025-02-28,0.01975262918964508,1.0667780967867642
2025-05-31,0.08173036035729725,1.2356966154157152
2025-08-31,0.037684121122848184,1.3199468774649827
2025-11-30,0.028619402148760013,1.3863423701149133
2026-02-28,0.04654429920436014,1.4974130033935835
