date,return,cum_ret
2017-08-31,0.007989438309468423,0.007989438309468522
2017-11-30,0.035632868622674514,0.04390699353779337
2018-02-28,-0.03399957131164161,0.008414603268283694
2018-05-31,0.03503919896393589,0.04374864319033955
2018-08-31,0.04130664293359312,0.08686239570702514
2018-11-30,0.020943021511387265,0.1096245782402352
2019-02-28,0.02415284868714649,0.13642517277801036
2019-05-31,0.017173531752197702,0.1559416065667103
2019-08-31,0.06133247124170611,0.22683836190855455
2019-11-30,0.039769015756930315,0.27562851605450245
2020-02-29,-0.017658534450477707,0.25310278595774216
2020-05-31,0.05356044917288363,0.3202195340334306
2020-08-31,0.08618403969042356,0.4340013867546404
2020-11-30,0.16419378601178744,0.6694555035920382
2021-02-28,0.040538349627755765,0.7371324744846335
2021-05-31,0.03359923302604183,0.7954987932919473
2021-08-31,0.02564012902047023,0.8415356140080514
2021-11-30,-0.005460526317286218,0.8314798603235407
2022-02-28,0.0021818316015957233,0.8354758409604808
2022-05-31,0.00999203765640563,0.8538159846807805
2022-08-31,-0.035732298745487445,0.7875748780970069
2022-11-30,0.05912970898291725,0.8932736604240568
2023-02-28,-0.030022322668174162,0.8364331876916504
2023-05-31,0.018886534987021236,0.8711170473423158
2023-08-31,-0.011928753796536058,0.8487969527600678
2023-11-30,0.10891695922798017,1.0501622950846503
2024-02-29,0.08239358629599973,1.2190825190655121
2024-05-31,0.04851113488597188,1.3267327304710017
2024-08-31,0.03268720103791766,1.40278711099341
2024-11-30,0.07534188459074437,1.5838176202060033
2025-02-28,0.034659318378515526,1.6733709777367416
2025-05-31,0.09798381145814847,1.9353180555769844
2025-08-31,0.05159849422242458,2.086776047308652
2025-11-30,0.0286194021022331,2.17511773220612
2026-02-28,0.05449597593309173,2.348148871725157
